dataset,method,first_order_diff_used,num_features,block_size,network_config,train_transform_time,test_transform_time,train_transform_block_time,test_transform_block_time,train_cls_time,train_cls_epoch_time,test_cls_time,train_cls_time_gpu,train_cls_epoch_time_gpu,test_cls_time_gpu
skating,storm minirocket,0,1000,100.0,"64,0.4,32,True",18.99252176,2.088106632,0.275253939,0.030262415,4.766247511,0.305669546,0.411262989,3.926972628,0.171790242,0.461765766
skating,storm minirocket,0,1000,1000.0,"64,0.4,32,True",19.50836873,2.112349033,2.786909819,0.301764148,2.447319984,0.070230573,0.449796677,2.763154984,0.091730535,0.423865557
skating,storm minirocket,0,2500,100.0,"64,0.4,32,True",28.67689776,3.141119719,0.415607214,0.045523474,6.26964879,0.439130485,0.439822674,4.588711977,0.225659609,0.42717576
skating,storm minirocket,0,2500,1000.0,"64,0.4,32,True",43.69062662,4.666955709,6.241518089,0.666707958,2.653898716,0.085770726,0.404073715,2.750349998,0.093001127,0.398798227
skating,storm minirocket,0,10000,100.0,"64,0.4,32,True",29.02130795,3.189781427,0.420598666,0.046228716,12.60732031,1.025755256,0.524596453,9.468645573,0.639833033,0.566834927
skating,storm minirocket,0,10000,1000.0,"64,0.4,32,True",49.06775689,5.272574663,7.009679556,0.753224952,3.960458994,0.213991135,0.417403221,3.33308506,0.131522954,0.400730848
skating,storm multirocket,0,1000,100.0,"64,0.4,32,True",19.20142055,2.129391432,0.278281457,0.030860745,7.465703487,0.548094928,0.465753794,5.26709938,0.294878155,0.452074051
skating,storm multirocket,0,1000,1000.0,"64,0.4,32,True",22.70980597,2.433521271,3.244257995,0.347645896,2.86281991,0.108519912,0.411418438,2.91107893,0.099733233,0.393946171
skating,storm multirocket,0,2500,100.0,"64,0.4,32,True",29.07870579,3.258355379,0.421430519,0.047222542,10.28246617,0.795024663,0.484776735,9.199809551,0.61253944,0.546465397
skating,storm multirocket,0,2500,1000.0,"64,0.4,32,True",51.41552448,5.533869028,7.345074926,0.790552718,3.861980438,0.204920143,0.410899878,3.195340157,0.123608708,0.420523167
skating,storm multirocket,0,10000,100.0,"64,0.4,32,True",30.18302011,3.438989162,0.437435074,0.049840423,52.68475533,2.77058664,1.81115818,,,
skating,storm multirocket,0,10000,1000.0,"64,0.4,32,True",54.90545249,5.847584724,7.84363607,0.835369246,8.425909281,0.649931669,0.433644295,5.436827898,0.281166106,0.47273469
skating,storm multirocket,1,1000,100.0,"64,0.4,32,True",36.44749641,3.953946829,0.528224586,0.057303577,8.267430782,0.617607057,0.462451696,7.861490726,0.497442603,0.508706093
skating,storm multirocket,1,1000,1000.0,"64,0.4,32,True",44.30256295,5.035776138,6.328937565,0.719396591,3.220417261,0.14486444,0.402139664,3.143121958,0.116185874,0.449796677
skating,storm multirocket,1,2500,100.0,"64,0.4,32,True",54.98199964,5.951297522,0.796840574,0.086250689,18.02171469,1.404539853,0.62831974,16.99995828,1.095890939,0.894742012
skating,storm multirocket,1,2500,1000.0,"64,0.4,32,True",80.27015257,8.8630023,11.46716465,1.266143186,5.112790585,0.328223377,0.405031204,4.034270287,0.175097167,0.419759274
skating,storm multirocket,1,10000,100.0,"64,0.4,32,True",59.33958983,6.286299706,0.859994056,0.091105793,147.941529,6.51328674,7.421142817,,,
skating,storm multirocket,1,10000,1000.0,"64,0.4,32,True",155.9025738,16.84531307,22.27179626,2.406473296,15.75691438,1.330724716,0.537581682,7.894626617,0.479990035,0.567895651
weather,minirocket,0,1000,,,18.69280624,1.849063358,18.69280624,1.849063358,0.080168486,,0.0,,,
weather,minirocket,0,2500,,,45.74453545,4.423165321,45.74453545,4.423165321,0.066507101,,0.000997066,,,
weather,minirocket,0,10000,,,57.11617827,5.535300016,57.11617827,5.535300016,0.116686106,,0.001996279,,,
weather,multirocket,0,1000,,,20.02229864,1.949382572,20.02229864,1.949382572,0.065824509,,0.001023531,,,
weather,multirocket,0,2500,,,47.9792321,4.65251712,47.9792321,4.65251712,0.113723755,,0.001965761,,,
weather,multirocket,0,10000,,,60.55642255,5.486883083,60.55642255,5.486883083,0.360037327,,0.007979393,,,
weather,multirocket,1,1000,,,37.89547241,3.721171614,37.89547241,3.721171614,0.151669979,,0.000997782,,,
weather,multirocket,1,2500,,,85.55834095,8.349079913,85.55834095,8.349079913,0.202978849,,0.004986286,,,
weather,multirocket,1,10000,,,183.6753144,16.61049443,183.6753144,16.61049443,0.706110239,,0.012965441,,,
weather,storm minirocket,0,1000,100.0,"64,0.4,32,True",11.69704151,1.158904552,0.259934256,0.025753434,4.087296009,0.229198217,0.403919458,3.43339324,0.143562675,0.398317575
weather,storm minirocket,0,1000,1000.0,"64,0.4,32,True",5.756087542,0.575461864,1.151217508,0.115092373,2.467363358,0.054977715,0.426858187,2.66447258,0.087390721,0.392024994
weather,storm minirocket,0,2500,100.0,"64,0.4,32,True",17.81912899,1.765294552,0.395980644,0.039228768,4.804275751,0.294304997,0.432654858,4.319145918,0.200628877,0.470113516
weather,storm minirocket,0,2500,1000.0,"64,0.4,32,True",18.28305793,1.839079618,3.656611586,0.367815924,2.584747791,0.073927402,0.396938801,2.767378092,0.089528054,0.409380198
weather,storm minirocket,0,10000,100.0,"64,0.4,32,True",18.01454902,1.770889282,0.400323311,0.039353095,8.14142251,0.60682717,0.459769487,7.526126146,0.471339464,0.522023678
weather,storm minirocket,0,10000,1000.0,"64,0.4,32,True",22.66226888,2.275933266,4.532453775,0.455186653,3.735558987,0.187045485,0.393993616,3.158783197,0.115005583,0.396184921
weather,storm multirocket,0,1000,100.0,"64,0.4,32,True",11.77213907,1.153966188,0.26160309,0.025643693,5.164517403,0.329162747,0.425860882,4.522411346,0.234483123,0.432609558
weather,storm multirocket,0,1000,1000.0,"64,0.4,32,True",8.558971405,0.845736504,1.711794281,0.169147301,2.681691647,0.092003763,0.394943476,2.760591269,0.09350431,0.406734228
weather,storm multirocket,0,2500,100.0,"64,0.4,32,True",18.0170877,1.791208744,0.400379727,0.039804639,7.88259387,0.575795889,0.462603331,7.229376554,0.45066759,0.494980812
weather,storm multirocket,0,2500,1000.0,"64,0.4,32,True",18.90017319,1.866518736,3.780034637,0.373303747,3.485943079,0.169496059,0.404916525,3.148419142,0.114817351,0.395845413
weather,storm multirocket,0,10000,100.0,"64,0.4,32,True",18.80334544,1.870822906,0.417852121,0.041573842,32.14010906,1.876860529,1.164655685,,,
weather,storm multirocket,0,10000,1000.0,"64,0.4,32,True",24.89578819,2.45241046,4.979157639,0.490482092,8.478314638,0.625201613,0.477721214,4.648917913,0.220608175,0.435192108
weather,storm multirocket,1,1000,100.0,"64,0.4,32,True",24.20381212,2.374945641,0.537862492,0.05277657,6.460627079,0.454351872,0.429024696,6.242591381,0.365708172,0.482988358
weather,storm multirocket,1,1000,1000.0,"64,0.4,32,True",15.84361196,1.634625673,3.168722391,0.326925135,3.048658609,0.133489609,0.400518179,3.28348279,0.108806312,0.431165695
weather,storm multirocket,1,2500,100.0,"64,0.4,32,True",36.92746329,3.608355522,0.820610295,0.080185678,11.82694149,0.950318754,0.486819506,12.2662549,0.837142408,0.690303326
weather,storm multirocket,1,2500,1000.0,"64,0.4,32,True",32.88127589,3.301165581,6.576255178,0.660233116,4.829373598,0.308413476,0.400247335,3.772977591,0.164874375,0.458142042
weather,storm multirocket,1,10000,100.0,"64,0.4,32,True",38.90211391,3.762509584,0.86449142,0.083611324,96.01894116,3.961429149,2.074313402,,,
weather,storm multirocket,1,10000,1000.0,"64,0.4,32,True",65.73677421,6.506620407,13.14735484,1.301324081,14.30286217,1.215792596,0.456323624,6.46315074,0.372298568,0.473944902
